manifold|circles|0|1|0 -1 0 -0.25 0 -0.25 0 0.25 -1.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsule_circle|0|1|0 -1 0 0 0 0 0 0.5 -1 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_circle|0|1|0 -1 0 0.25 0 0.25 0 0.75 -0.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_circle|0|1|0 -1 0 -0.25 0 -0.25 0 0.25 -1.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsules|0|2|0 -1 -1 -0.25 -1 -0.25 -1 0.25 -0.5 0 0 1 -0.25 1 -0.25 1 0.25 -0.5 1 0 
manifold|segment_capsule|0|2|0 -1 -1 0 -1 0 -1 0.5 0 0 0 1 0 1 0 1 0.5 0 1 0 
manifold|polygon_capsule|0|2|0 -1 -1 -0.5 -1 -0.5 -1 0 -1 0 0 1 -0.5 1 -0.5 1 0 -1 257 0 
manifold|polygons|0|2|0 -1 -0.5 -0.5 -0.5 -0.5 -0.5 0 -1 3 0 0.5 -0.5 0.5 -0.5 0.5 0 -1 258 0 
manifold|segment_polygon|0|2|0 -1 -0.5 0 -0.5 0 -0.5 0.5 0 3 0 0.5 0 0.5 0 0.5 0.5 0 258 0 
manifold|chain_circle|0|1|0 -1 0 0.25 0 0.25 0 0.75 -0.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_capsule|0|2|0 -1 -1 0 -1 0 -1 0.5 0 0 0 1 0 1 0 1 0.5 0 257 0 
manifold|chain_polygon|0|2|0 -1 -0.5 0 -0.5 0 -0.5 0.5 0 3 0 0.5 0 0.5 0 0.5 0.5 0 258 0 
manifold|circles|1|1|1 0 0.375 0 0.375 0 -0.375 0 -1.25 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsule_circle|1|1|0 0 0.75 0 0.75 0 0 0 -1.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_circle|1|1|0 0 0.75 0 0.75 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_circle|1|1|1 0 0.375 0 0.375 0 -0.375 0 -1.25 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsules|1|2|0 -1 -0.25 0 -0.25 0 -1 0 -1 0 0 1 0 1 0 0.25 0 -1 1 0 
manifold|segment_capsule|1|2|0 -1 -0.25 0.25 -0.25 0.25 -1 0.25 -0.5 0 0 1.75 0.25 1.75 0.25 1 0.25 -0.5 1 0 
manifold|polygon_capsule|1|2|0 -1 -0.25 -0.25 -0.25 -0.25 -1 -0.25 -1.5 0 0 1 -0.25 1 -0.25 0.25 -0.25 -1.5 257 0 
manifold|polygons|1|2|1 0 0.625 -0.5 0.625 -0.5 -0.125 -0.5 -0.75 256 0 0.625 0.5 0.625 0.5 -0.125 0.5 -0.75 515 0 
manifold|segment_polygon|1|2|0 -1 0.25 0.25 0.25 0.25 -0.5 0.25 -0.5 3 0 1.25 0.25 1.25 0.25 0.5 0.25 -0.5 258 0 
manifold|chain_circle|1|1|0 0 0.75 0 0.75 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_capsule|1|2|0 -1 -0.25 0.25 -0.25 0.25 -1 0.25 -0.5 0 0 1.75 0.25 1.75 0.25 1 0.25 -0.5 257 0 
manifold|chain_polygon|1|2|0 -1 0.25 0.25 0.25 0.25 -0.5 0.25 -0.5 3 0 1.25 0.25 1.25 0.25 0.5 0.25 -0.5 258 0 
manifold|circles|2|1|0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsule_circle|2|1|0 0 0 0 0 0 0 0 -1.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_circle|2|1|0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_circle|2|1|0 -1 0 0 0 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsules|2|2|0 -1 -1 0 -1 0 -1 0 -1 0 0 1 0 1 0 1 0 -1 1 0 
manifold|segment_capsule|2|2|0 -1 -1 0.25 -1 0.25 -1 0.25 -0.5 0 0 1 0.25 1 0.25 1 0.25 -0.5 1 0 
manifold|polygon_capsule|2|2|0 -1 -1 -0.25 -1 -0.25 -1 -0.25 -1.5 0 0 1 -0.25 1 -0.25 1 -0.25 -1.5 257 0 
manifold|polygons|2|2|0 -1 -0.5 -0.25 -0.5 -0.25 -0.5 -0.25 -1.5 3 0 0.5 -0.25 0.5 -0.25 0.5 -0.25 -1.5 258 0 
manifold|segment_polygon|2|2|0 -1 -0.5 0.25 -0.5 0.25 -0.5 0.25 -0.5 3 0 0.5 0.25 0.5 0.25 0.5 0.25 -0.5 258 0 
manifold|chain_circle|2|1|0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_capsule|2|2|0 -1 -1 0.25 -1 0.25 -1 0.25 -0.5 0 0 1 0.25 1 0.25 1 0.25 -0.5 257 0 
manifold|chain_polygon|2|2|0 -1 -0.5 0.25 -0.5 0.25 -0.5 0.25 -0.5 3 0 0.5 0.25 0.5 0.25 0.5 0.25 -0.5 258 0 
manifold|circles|3|1|0.89442724 0.44721362 0.800000012 0.400000006 0.800000012 0.400000006 -0.800000012 -0.400000006 -0.211145639 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsule_circle|3|1|0.600000024 0.800000012 1.14999998 0.200000003 1.14999998 0.200000003 -0.450000048 -0.600000024 -0.5 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_circle|3|1|1.49011612e-07 1 1.5999999 -0.099999994 1.5999999 -0.099999994 -1.1920929e-07 -0.899999976 -0.199999988 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_circle|3|1|1 0 0.800000012 0.800000012 0.800000012 0.800000012 -0.800000012 0 -0.399999976 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsules|3|2|-0 1 0.645103216 0.251530945 0.645103216 0.251530945 -0.954896808 -0.548469067 -0.496938109 0 0 1 0.306710929 1 0.306710929 -0.600000024 -0.493289083 -0.386578143 1 0 
manifold|segment_capsule|3|2|-0 1 0.645103216 0.0015309453 0.645103216 0.0015309453 -0.954896808 -0.798469067 0.0030618906 0 0 1.99999976 0.212192714 1.99999976 0.212192714 0.399999738 -0.587807298 0.424385428 1 0 
manifold|polygon_capsule|3|2|1 0 0.572551608 0.503061771 0.572551608 0.503061771 -1.02744842 -0.296938241 -0.854896784 256 0 1.37158108 1 1.37158108 1 -0.228418946 0.199999988 0.743162155 513 0 
manifold|polygons|3|2|0.954896748 0.296938121 1.13551021 0.131943822 1.13551021 0.131943822 -0.464489818 -0.66805619 0.283821881 256 0 1.00646949 1.00201178 1.00646949 1.00201178 -0.593530536 0.202011764 0.0135502759 515 0 
manifold|segment_polygon|3|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_circle|3|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_capsule|3|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_polygon|3|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|circles|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsule_circle|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_circle|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_circle|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|capsules|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_capsule|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygon_capsule|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|polygons|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|segment_polygon|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_circle|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_capsule|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
manifold|chain_polygon|4|0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
